Event.Id,Event.Date,Country,Injury.Severity,Aircraft.damage,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Total.Injuries,Estimated.Total.Passengers,Serious.Fatal.Injury.Rate,Aircraft.Destroyed,Unique_Aircraft_Type
20001208X07807,1997-04-27,United States,Fatal(2),destroyed,PIPER,PA-60-601P,No,2.0,reciprocating,personal,2,0,0,0,imc,2,2,1.0,1,PIPER PA-60-601P
20001208X07697,1997-04-27,China,Unavailable,substantial,MCDONNELL DOUGLAS,MD-82,No,,unknown,unknown,0,0,0,0,unk,0,,,0,MCDONNELL DOUGLAS MD-82
20001208X07698,1997-04-30,Cambodia,Fatal(2),destroyed,CESSNA,208,No,,unknown,unknown,2,0,0,0,unk,2,2,1.0,1,CESSNA 208
20001208X07906,1997-05-04,United States,Non-Fatal,none,BOEING,737-201,No,2.0,turbo jet,unknown,0,1,0,96,vmc,1,97,0.010309278350515464,0,BOEING 737-201
20001208X07896,1997-05-14,United Kingdom,Non-Fatal,minor,BOEING,747-400,No,4.0,turbo fan,unknown,0,0,0,573,vmc,0,573,0.0,0,BOEING 747-400
20001208X07896,1997-05-14,United Kingdom,Non-Fatal,substantial,BOEING,B777,No,2.0,turbo fan,unknown,0,0,0,573,vmc,0,573,0.0,0,BOEING B777
20001208X07972,1997-05-25,United States,Fatal(6),destroyed,CESSNA,205,No,1.0,reciprocating,skydiving,6,0,0,1,vmc,6,7,0.8571428571428571,1,CESSNA 205
20001208X08238,1997-06-01,Canada,Fatal(2),substantial,CESSNA,TU-206G,No,,unknown,personal,2,0,1,0,vmc,3,3,0.6666666666666666,0,CESSNA TU-206G
20001208X08067,1997-06-03,Paraguay,Non-Fatal,none,BOEING,767-300,No,,unknown,unknown,0,1,0,122,unk,1,123,0.008130081300813009,0,BOEING 767-300
20001208X08047,1997-06-26,United States,Non-Fatal,substantial,PIPER,PA-18,No,1.0,reciprocating,instructional,0,0,2,0,vmc,2,2,0.0,0,PIPER PA-18
20001208X08313,1997-07-12,United States,Incident,none,MCDONNELL DOUGLAS,DC-9-15,No,2.0,turbo jet,unknown,0,0,0,75,vmc,0,75,0.0,0,MCDONNELL DOUGLAS DC-9-15
20001208X08282,1997-07-21,United States,Non-Fatal,substantial,CESSNA,208,No,1.0,turbo prop,unknown,0,0,0,3,vmc,0,3,0.0,0,CESSNA 208
20001208X08714,1997-08-02,Peru,Fatal(1),none,BOEING,757-200,No,,unknown,unknown,1,0,0,149,unk,1,150,0.006666666666666667,0,BOEING 757-200
20001208X08606,1997-08-06,United States,Fatal(228),destroyed,BOEING,747-300,No,4.0,turbo fan,unknown,228,26,0,0,imc,254,254,1.0,1,BOEING 747-300
20001208X08682,1997-08-18,United States,Non-Fatal,substantial,PIPER,PA-18-150,No,1.0,reciprocating,instructional,0,0,0,2,vmc,0,2,0.0,0,PIPER PA-18-150
20001208X08700,1997-08-23,United States,Fatal(1),destroyed,BEECH,95-B55,No,2.0,reciprocating,unknown,1,0,0,0,vmc,1,1,1.0,1,BEECH 95-B55
20001208X08921,1997-09-01,United States,Fatal(5),destroyed,CESSNA,182C,No,1.0,reciprocating,skydiving,5,0,0,0,vmc,5,5,1.0,1,CESSNA 182C
20001208X08828,1997-09-02,Belgium,Incident,minor,DEHAVILLAND,DHC-2,No,,unknown,unknown,0,0,0,0,unk,0,,,0,DEHAVILLAND DHC-2
20001208X08838,1997-09-03,United States,Non-Fatal,substantial,BEECH,V35B,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,BEECH V35B
20001208X08865,1997-09-06,United States,Fatal(5),destroyed,CESSNA,182E,No,1.0,reciprocating,skydiving,5,1,0,0,vmc,6,6,1.0,1,CESSNA 182E
20001208X08803,1997-09-14,United States,Fatal(2),destroyed,PIPER,PA-28-235,No,1.0,reciprocating,personal,2,0,0,0,imc,2,2,1.0,1,PIPER PA-28-235
20001208X08986,1997-10-08,United States,Fatal(9),destroyed,CESSNA,208B,No,1.0,turbo prop,,9,0,0,0,imc,9,9,1.0,1,CESSNA 208B
20001208X08990,1997-10-09,Gambia,Fatal(8),destroyed,BEECH,BE-200,No,,unknown,unknown,8,0,1,0,imc,9,9,0.8888888888888888,1,BEECH BE-200
20001208X08992,1997-10-09,China,Unavailable,substantial,CESSNA,650-0220,No,,unknown,unknown,0,0,0,0,unk,0,,,0,CESSNA 650-0220
20001208X08953,1997-10-20,United States,Non-Fatal,destroyed,PIPER,PA-25-235C,No,1.0,reciprocating,aerial application,0,0,0,1,vmc,0,1,0.0,1,PIPER PA-25-235C
20001208X09175,1997-11-07,United States,Non-Fatal,substantial,PIPER,PA-22-150,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,PIPER PA-22-150
20001208X09227,1997-11-08,United States,Fatal(1),minor,DEHAVILLAND,DHC-6-6,No,2.0,turbo prop,skydiving,1,0,0,17,vmc,1,18,0.05555555555555555,0,DEHAVILLAND DHC-6-6
20001208X09164,1997-11-18,Tanzania,Non-Fatal,substantial,MCDONNELL DOUGLAS,DC-8F,No,,unknown,unknown,0,0,4,0,unk,4,4,0.0,0,MCDONNELL DOUGLAS DC-8F
20001208X09165,1997-11-23,France,Incident,none,MCDONNELL DOUGLAS,MD-83,No,,unknown,unknown,0,0,0,138,unk,0,138,0.0,0,MCDONNELL DOUGLAS MD-83
20001208X09353,1997-12-05,Uruguay,Incident,none,BOEING,707-320,No,,unknown,positioning,0,0,0,3,vmc,0,3,0.0,0,BOEING 707-320
20001211X09413,1998-01-09,United Kingdom,Non-Fatal,minor,BOEING,767-322ER,No,,turbo fan,unknown,0,1,4,87,unk,5,92,0.010869565217391304,0,BOEING 767-322ER
20001211X09533,1998-02-17,Belgium,Incident,minor,BOEING,757-200,No,,unknown,unknown,0,0,0,2,unk,0,2,0.0,0,BOEING 757-200
20001211X09657,1998-03-08,United Kingdom,Incident,minor,MCDONNELL DOUGLAS,DC-10-30,No,,unknown,unknown,0,0,0,253,unk,0,253,0.0,0,MCDONNELL DOUGLAS DC-10-30
20001211X09652,1998-03-08,Germany,Incident,none,MCDONNELL DOUGLAS,DC8-73,No,,unknown,unknown,0,0,0,3,unk,0,3,0.0,0,MCDONNELL DOUGLAS DC8-73
20001211X09651,1998-03-10,Kenya,Fatal(6),destroyed,BOEING,707-336,No,,unknown,unknown,6,0,0,0,unk,6,6,1.0,1,BOEING 707-336
20001211X09633,1998-03-21,United States,Fatal(6),destroyed,CESSNA,U206G,No,1.0,reciprocating,skydiving,6,0,0,0,vmc,6,6,1.0,1,CESSNA U206G
20001211X09837,1998-04-04,Iceland,Incident,minor,BOEING,767-304,No,,unknown,unknown,0,0,0,0,unk,0,,,0,BOEING 767-304
20001211X09836,1998-04-27,Germany,Incident,none,BOEING,737-500,No,,unknown,other work use,0,0,0,0,unk,0,,,0,BOEING 737-500
20001211X09964,1998-05-14,United States,Non-Fatal,substantial,CESSNA,208,No,1.0,turbo prop,unknown,0,1,6,3,imc,7,10,0.1,0,CESSNA 208
20001211X10161,1998-05-21,United States,Non-Fatal,substantial,NORTH AMERICAN,T-28B,No,1.0,reciprocating,positioning,0,0,0,1,vmc,0,1,0.0,0,NORTH AMERICAN T-28B
20001211X10045,1998-05-29,India,Unavailable,substantial,BOEING,B-737-500,No,,unknown,unknown,0,0,0,0,unk,0,,,0,BOEING B-737-500
20001211X10281,1998-06-06,France,Non-Fatal,none,MCDONNELL DOUGLAS,MD-83,No,,unknown,unknown,0,0,0,173,unk,0,173,0.0,0,MCDONNELL DOUGLAS MD-83
20001211X10400,1998-06-10,United States,Non-Fatal,substantial,PIPER,PA-24-180,No,1.0,reciprocating,personal,0,0,0,3,vmc,0,3,0.0,0,PIPER PA-24-180
20001211X10287,1998-06-27,Germany,Incident,none,BOEING,737-800,No,,unknown,unknown,0,0,0,0,unk,0,,,0,BOEING 737-800
20001211X10547,1998-07-02,Brazil,Incident,none,BOEING,737-400,No,,unknown,unknown,0,0,0,5,unk,0,5,0.0,0,BOEING 737-400
20001211X10470,1998-07-04,United States,Fatal(1),substantial,CESSNA,182,No,1.0,reciprocating,skydiving,1,0,0,4,vmc,1,5,0.2,0,CESSNA 182
20001211X10544,1998-07-09,United Kingdom,Incident,minor,AIRBUS,A300,No,,unknown,unknown,0,0,0,1,unk,0,1,0.0,0,AIRBUS A300
20001211X10546,1998-07-20,Netherlands,Incident,none,BOEING,747,No,,unknown,unknown,0,0,0,3,unk,0,3,0.0,0,BOEING 747
20001211X10549,1998-07-29,United Kingdom,Incident,minor,BOEING,777,No,,unknown,unknown,0,0,0,1,unk,0,1,0.0,0,BOEING 777
20001211X10826,1998-08-05,"Korea, Republic Of",Unavailable,substantial,BOEING,747-400,No,,unknown,unknown,0,0,0,0,imc,0,,,0,BOEING 747-400
20001211X10827,1998-08-13,United Kingdom,Incident,none,BOEING,737-200,No,,unknown,unknown,0,0,0,0,unk,0,,,0,BOEING 737-200
20010108X00060,1998-08-28,India,Incident,minor,AIRBUS,319,No,,unknown,unknown,0,0,0,0,unk,0,,,0,AIRBUS 319
20001211X11042,1998-09-12,Vietnam,Incident,substantial,BOEING,767,No,,unknown,unknown,0,0,0,200,vmc,0,200,0.0,0,BOEING 767
20001211X11142,1998-09-28,Bolivia,Fatal(7),destroyed,CESSNA,U206G,No,,unknown,personal,7,0,0,0,unk,7,7,1.0,1,CESSNA U206G
20001211X11228,1998-10-13,Netherlands,Incident,minor,MCDONNELL DOUGLAS,DC-10-30,No,,unknown,unknown,0,0,0,0,unk,0,,,0,MCDONNELL DOUGLAS DC-10-30
20001211X11404,1998-11-05,France,Incident,minor,BEECH,1900C,No,,unknown,unknown,0,0,0,0,unk,0,,,0,BEECH 1900C
20001211X11485,1998-11-11,Bolivia,Non-Fatal,none,BOEING,777-222B,No,,turbo fan,unknown,0,1,0,227,unk,1,228,0.0043859649122807015,0,BOEING 777-222B
20001211X11406,1998-11-27,Indonesia,Incident,none,AIRBUS,A300-600,No,,unknown,unknown,0,0,0,0,unk,0,,,0,AIRBUS A300-600
20001211X11408,1998-11-28,United Kingdom,Incident,minor,BOEING,747-400,No,,unknown,unknown,0,0,0,0,unk,0,,,0,BOEING 747-400
20001211X11537,1998-12-05,Turkey,Fatal(2),destroyed,BEECH,KINGAIR 300,No,,unknown,unknown,2,0,0,0,unk,2,2,1.0,1,BEECH KINGAIR 300
20001211X11544,1998-12-25,China,Incident,substantial,MCDONNELL DOUGLAS,MD-11,No,,unknown,unknown,0,0,0,0,unk,0,,,0,MCDONNELL DOUGLAS MD-11
20001211X11543,1998-12-28,Brazil,Incident,substantial,EMBRAER,EMB-145,No,,unknown,unknown,0,0,0,40,unk,0,40,0.0,0,EMBRAER EMB-145
20001204X00044,1999-01-15,United Kingdom,Non-Fatal,substantial,BOEING,767-300,No,,turbo fan,unknown,0,0,0,91,unk,0,91,0.0,0,BOEING 767-300
20001204X00045,1999-01-28,Italy,Unavailable,substantial,MCDONNELL DOUGLAS,MD-82,No,,unknown,unknown,0,0,0,0,unk,0,,,0,MCDONNELL DOUGLAS MD-82
20001205X00145,1999-02-07,Slovakia,Non-Fatal,substantial,BOEING,707,No,,unknown,unknown,0,0,0,4,unk,0,4,0.0,0,BOEING 707
20001205X00146,1999-02-08,Netherlands,Incident,minor,BOEING,747-200,No,,unknown,unknown,0,0,0,3,unk,0,3,0.0,0,BOEING 747-200
20001205X00299,1999-03-04,France,Unavailable,substantial,BOEING,737-228,No,,unknown,unknown,0,0,0,0,imc,0,,,0,BOEING 737-228
20001205X00296,1999-03-05,India,Non-Fatal,destroyed,BOEING,747-200F,No,,unknown,unknown,0,0,0,2,unk,0,2,0.0,1,BOEING 747-200F
20001205X00298,1999-03-10,Canada,Incident,minor,BOEING,727-200,No,,unknown,unknown,0,0,0,96,unk,0,96,0.0,0,BOEING 727-200
20001205X00297,1999-03-15,"Korea, Republic Of",Unavailable,substantial,MCDONNELL DOUGLAS,MD-83,No,,unknown,unknown,0,0,0,0,unk,0,,,0,MCDONNELL DOUGLAS MD-83
20001205X00300,1999-03-20,Switzerland,Incident,minor,BOEING,MD80/87,No,,unknown,unknown,0,0,0,2,unk,0,2,0.0,0,BOEING MD80/87
20001205X00483,1999-04-24,Guyana,Unavailable,destroyed,CESSNA,172M,No,,unknown,unknown,0,0,0,0,unk,0,,,1,CESSNA 172M
20001212X18790,1999-05-09,United States,Fatal(6),destroyed,CESSNA,205,No,1.0,reciprocating,skydiving,6,0,0,0,vmc,6,6,1.0,1,CESSNA 205
20001212X18819,1999-05-22,United States,Fatal(1),destroyed,BEECH,B90,No,2.0,turbo prop,skydiving,1,0,0,0,vmc,1,1,1.0,1,BEECH B90
20001212X19014,1999-06-05,France,Non-Fatal,none,MOONEY,M20,No,,unknown,instructional,0,0,0,2,unk,0,2,0.0,0,MOONEY M20
20001212X18965,1999-06-09,Honduras,Incident,minor,BOEING,757,No,,unknown,unknown,0,0,0,94,unk,0,94,0.0,0,BOEING 757
20001212X19018,1999-06-19,United States,Fatal(4),destroyed,CESSNA,182A,No,1.0,reciprocating,skydiving,4,1,0,0,vmc,5,5,1.0,1,CESSNA 182A
20001212X18966,1999-06-24,France,Incident,none,MCDONNELL DOUGLAS,DC-10,No,,unknown,unknown,0,0,0,3,unk,0,3,0.0,0,MCDONNELL DOUGLAS DC-10
20001212X18967,1999-06-28,Philippines,Non-Fatal,substantial,AIRBUS,A310,No,,turbo fan,,0,0,0,3,vmc,0,3,0.0,0,AIRBUS A310
20001212X19077,1999-06-30,United States,Non-Fatal,substantial,CESSNA,182Q,No,1.0,reciprocating,instructional,0,0,0,3,vmc,0,3,0.0,0,CESSNA 182Q
20001212X18968,1999-06-30,Philippines,Non-Fatal,substantial,MCDONNELL DOUGLAS,MD-11,No,,turbo fan,,0,0,0,2,unk,0,2,0.0,0,MCDONNELL DOUGLAS MD-11
20001212X18969,1999-06-30,Belgium,Fatal(2),destroyed,BEECH,99,No,,unknown,unknown,2,0,0,0,unk,2,2,1.0,1,BEECH 99
20010711X01367,1999-07-12,Peru,Incident,none,BOEING,B-737,No,,,,0,0,0,0,,0,,,0,BOEING B-737
20001212X19373,1999-07-14,United States,Fatal(1),substantial,PIPER,PA-18-150,No,1.0,reciprocating,aerial application,1,0,0,0,vmc,1,1,1.0,0,PIPER PA-18-150
20001212X19232,1999-07-29,Fiji,Non-Fatal,destroyed,EMBRAER,EMB-110,No,,unknown,unknown,0,0,0,18,unk,0,18,0.0,1,EMBRAER EMB-110
20001212X19228,1999-07-31,United States,Fatal(10),destroyed,BEECH,65-A90,No,2.0,turbo prop,skydiving,10,0,0,0,vmc,10,10,1.0,1,BEECH 65-A90
20001212X19473,1999-08-08,China,Non-Fatal,substantial,MCDONNELL DOUGLAS,MD-11,No,,unknown,unknown,0,0,0,191,vmc,0,191,0.0,0,MCDONNELL DOUGLAS MD-11
20001212X19627,1999-08-13,United States,Non-Fatal,destroyed,CESSNA,208,No,1.0,turbo prop,ferry,0,0,1,0,vmc,1,1,0.0,1,CESSNA 208
20001212X19469,1999-08-23,China,Non-Fatal,destroyed,MCDONNELL DOUGLAS,MD-11,No,,unknown,unknown,0,0,200,117,unk,200,317,0.0,1,MCDONNELL DOUGLAS MD-11
20001212X19475,1999-08-24,Denmark,Incident,minor,BOEING,767,No,,unknown,unknown,0,0,0,191,unk,0,191,0.0,0,BOEING 767
20001212X19474,1999-08-26,South Africa,Incident,none,BOEING,737-200,No,,unknown,unknown,0,0,0,5,unk,0,5,0.0,0,BOEING 737-200
20001212X19732,1999-09-02,Taiwan,Incident,substantial,BOEING,747SP,No,,unknown,unknown,0,0,0,3,unk,0,3,0.0,0,BOEING 747SP
20001212X19754,1999-09-18,United States,Fatal(5),destroyed,CESSNA,182A,No,1.0,reciprocating,skydiving,5,0,0,0,vmc,5,5,1.0,1,CESSNA 182A
20001212X19733,1999-09-18,Ireland,Incident,minor,MCDONNELL DOUGLAS,MD-11,No,,unknown,unknown,0,0,0,0,unk,0,,,0,MCDONNELL DOUGLAS MD-11
20001212X19784,1999-09-21,United States,Non-Fatal,substantial,CESSNA,172P,No,1.0,reciprocating,instructional,0,0,0,2,imc,0,2,0.0,0,CESSNA 172P
20001212X19734,1999-09-23,Thailand,Unavailable,substantial,BOEING,747-400,No,,unknown,unknown,0,0,0,0,imc,0,,,0,BOEING 747-400
20001212X20032,1999-10-09,United States,Non-Fatal,substantial,GRUMMAN,G164,No,1.0,reciprocating,aerial application,0,0,2,0,vmc,2,2,0.0,0,GRUMMAN G164
20001212X20015,1999-10-16,United States,Non-Fatal,substantial,BEECH,D35,No,1.0,reciprocating,unknown,0,0,0,0,unk,0,,,0,BEECH D35
20001212X20085,1999-11-05,United Kingdom,Non-Fatal,substantial,BOEING,777-200,No,,turbo fan,unknown,0,0,0,274,unk,0,274,0.0,0,BOEING 777-200
20001212X20169,1999-11-26,Kenya,Fatal(4),none,CESSNA,208,No,,unknown,other work use,4,0,0,0,unk,4,4,1.0,0,CESSNA 208
20001212X20256,1999-12-06,South Africa,Fatal(10),destroyed,PIPER,PA31-350,,,unknown,business,10,0,0,0,vmc,10,10,1.0,1,PIPER PA31-350
20001212X20217,1999-12-13,United Kingdom,Non-Fatal,none,BOEING,777-222,No,,turbo fan,unknown,0,1,5,185,imc,6,191,0.005235602094240838,0,BOEING 777-222
20001212X20221,1999-12-21,Guatemala,Fatal(18),destroyed,MCDONNELL DOUGLAS,DC-10-30,No,,unknown,unknown,18,10,47,261,unk,75,336,0.08333333333333333,1,MCDONNELL DOUGLAS DC-10-30
20001212X20342,2000-01-02,Netherlands,Incident,minor,BOEING,737-3K2,No,,unknown,unknown,0,0,0,143,unk,0,143,0.0,0,BOEING 737-3K2
20001212X20343,2000-01-30,Cote D'ivoire,Fatal(169),destroyed,AIRBUS,A 310,No,,unknown,unknown,169,0,10,0,unk,179,179,0.9441340782122905,1,AIRBUS A 310
20001212X20572,2000-02-03,Maldives,Non-Fatal,substantial,CESSNA,208,No,,unknown,other work use,0,0,0,9,vmc,0,9,0.0,0,CESSNA 208
20001212X20475,2000-02-12,Angola,Non-Fatal,destroyed,BOEING,B 727-100,No,,unknown,unknown,0,0,0,7,imc,0,7,0.0,1,BOEING B 727-100
20001212X20487,2000-02-16,United States,Fatal(1),substantial,CESSNA,208B,No,1.0,turbo prop,unknown,1,0,0,1,vmc,1,2,0.5,0,CESSNA 208B
20001212X20487,2000-02-16,United States,Fatal(1),destroyed,CESSNA,182M,No,1.0,reciprocating,personal,1,0,0,1,vmc,1,2,0.5,1,CESSNA 182M
20001212X20476,2000-02-27,Brazil,Non-Fatal,substantial,BOEING,B737-400,No,,unknown,unknown,0,0,0,123,imc,0,123,0.0,0,BOEING B737-400
20001212X20606,2000-03-05,United States,Non-Fatal,destroyed,BOEING,737-300,No,2.0,turbo fan,unknown,0,2,42,98,vmc,44,142,0.014084507042253521,1,BOEING 737-300
20001212X20709,2000-03-17,Panama,Fatal(10),destroyed,DEHAVILLAND,DHC-6,No,,unknown,unknown,10,0,0,0,imc,10,10,1.0,1,DEHAVILLAND DHC-6
20001212X20608,2000-03-20,Peru,Unavailable,substantial,BOEING,727-23,No,,unknown,unknown,0,0,0,0,vmc,0,,,0,BOEING 727-23
20001212X20607,2000-03-26,Saudi Arabia,Incident,substantial,BOEING,B747-267B,No,,unknown,unknown,0,0,0,16,unk,0,16,0.0,0,BOEING B747-267B
20010321X00614,2000-04-02,Ecuador,Non-Fatal,substantial,BOEING,747-200F,No,,turbo fan,,0,0,0,3,,0,3,0.0,0,BOEING 747-200F
20001212X20792,2000-04-19,Philippines,Fatal(131),destroyed,BOEING,737-200,No,,unknown,unknown,131,0,0,0,imc,131,131,1.0,1,BOEING 737-200
20010321X00619,2000-04-22,Italy,Incident,none,BOEING,747-300,,,,,0,0,0,0,,0,,,0,BOEING 747-300
20010105X00024,2000-05-12,Ireland,Incident,none,BOEING,747-200,No,,unknown,unknown,0,0,0,0,unk,0,,,0,BOEING 747-200
20010105X00025,2000-05-17,Gabon,Unavailable,destroyed,BEECH,1900C,No,,unknown,unknown,0,0,0,0,unk,0,,,1,BEECH 1900C
20001212X21079,2000-05-20,United States,Non-Fatal,none,BOEING,737-500,No,,turbo fan,unknown,0,1,0,123,imc,1,124,0.008064516129032258,0,BOEING 737-500
20001212X20969,2000-05-25,France,Non-Fatal,substantial,MCDONNELL DOUGLAS,MD-80,No,,unknown,unknown,0,0,0,153,unk,0,153,0.0,0,MCDONNELL DOUGLAS MD-80
20010108X00052,2000-06-12,United Kingdom,Incident,minor,BOEING,747-200,No,,unknown,unknown,0,0,0,0,unk,0,,,0,BOEING 747-200
20001212X21530,2000-07-08,,Fatal(1),destroyed,CESSNA,402C,No,2.0,reciprocating,unknown,1,0,0,0,vmc,1,1,1.0,1,CESSNA 402C
20001212X21625,2000-07-10,Canada,Fatal(4),destroyed,PIPER,PA-24-260,No,,unknown,personal,4,0,0,0,unk,4,4,1.0,1,PIPER PA-24-260
20001212X21880,2000-08-15,Canada,Fatal(2),substantial,CESSNA,208,No,,unknown,public aircraft,2,0,0,0,unk,2,2,1.0,0,CESSNA 208
20010108X00055,2000-09-04,Australia,Fatal(8),destroyed,BEECH,KINGAIR 200,No,,unknown,unknown,8,0,0,0,unk,8,8,1.0,1,BEECH KINGAIR 200
20020201X00156,2000-09-14,United States,Non-Fatal,substantial,CESSNA,208B,No,1.0,turbo prop,,0,0,0,1,vmc,0,1,0.0,0,CESSNA 208B
20010108X00054,2000-09-21,Niger,Non-Fatal,destroyed,BOEING,707-312B,No,,unknown,business,0,0,10,0,unk,10,10,0.0,1,BOEING 707-312B
20001212X22138,2000-10-10,France,Non-Fatal,none,MCDONNELL DOUGLAS,DC-10-30,No,,turbo fan,,0,2,5,197,vmc,7,204,0.00980392156862745,0,MCDONNELL DOUGLAS DC-10-30
20010417X00764,2000-11-13,France,Fatal(2),substantial,BEECH,E-90,No,,,,2,0,0,0,,2,2,1.0,0,BEECH E-90
20001212X22275,2000-11-15,Denmark,Incident,minor,BOEING,757-200,No,,unknown,unknown,0,0,0,97,unk,0,97,0.0,0,BOEING 757-200
20030930X01615,2000-11-26,United States,Non-Fatal,none,BOEING,767,No,2.0,,,0,2,0,0,,2,2,1.0,0,BOEING 767
20010114X00303,2000-12-06,Canada,Fatal(1),destroyed,CESSNA,182N,No,,unknown,unknown,1,0,0,0,imc,1,1,1.0,1,CESSNA 182N
20010110X00078,2000-12-14,United States,Fatal(1),none,DEHAVILLAND,DHC-6,No,2.0,turbo prop,executive/corporate,1,0,0,6,vmc,1,7,0.14285714285714285,0,DEHAVILLAND DHC-6
20010216X00462,2000-12-27,United States,Non-Fatal,none,BOEING,767-300ER,No,2.0,turbo fan,,0,1,0,79,vmc,1,80,0.0125,0,BOEING 767-300ER
20010108X00065,2000-12-28,Panama,Fatal(2),destroyed,CESSNA,206,No,,,,2,0,0,0,imc,2,2,1.0,1,CESSNA 206
20010329X00665,2001-01-06,Angola,Unavailable,destroyed,BOEING,727-100,No,,,,0,0,0,0,,0,,,1,BOEING 727-100
20010116X00306,2001-01-07,United States,Non-Fatal,substantial,CESSNA,182A,No,1.0,reciprocating,skydiving,0,0,0,1,vmc,0,1,0.0,0,CESSNA 182A
20010130X00371,2001-01-09,Argentina,Non-Fatal,substantial,BOEING,727-200,No,,,,0,0,0,144,,0,144,0.0,0,BOEING 727-200
20010131X00376,2001-01-17,France,Fatal(4),destroyed,BEECH,95-55,No,,,personal,4,0,0,0,vmc,4,4,1.0,1,BEECH 95-55
20010507X00893,2001-01-17,Germany,Non-Fatal,destroyed,BEECH,95-D55,No,,,,0,2,0,0,vmc,2,2,1.0,1,BEECH 95-D55
20010215X00455,2001-01-24,Saudi Arabia,Non-Fatal,substantial,CESSNA,T310R,No,2.0,reciprocating,,0,0,0,1,vmc,0,1,0.0,0,CESSNA T310R
20010206X00396,2001-01-24,United States,Fatal(4),destroyed,BEECH,F90-42,No,2.0,turbo prop,business,4,0,0,0,vmc,4,4,1.0,1,BEECH F90-42
20010131X00375,2001-01-25,Germany,Fatal(4),destroyed,PIPER,PA-34-200T,No,,,,4,1,0,0,imc,5,5,1.0,1,PIPER PA-34-200T
20010206X00402,2001-01-26,Australia,Fatal(4),destroyed,CESSNA,310R,No,,,public aircraft,4,0,0,0,vmc,4,4,1.0,1,CESSNA 310R
20010221X00476,2001-01-28,Dominican Republic,Fatal(7),destroyed,AERO COMMANDER,500,No,,,,7,0,0,0,imc,7,7,1.0,1,AERO COMMANDER 500
20010323X00639,2001-01-30,Australia,Incident,none,BOEING,B-777-300,,,,,0,0,0,0,,0,,,0,BOEING B-777-300
20010330X00676,2001-01-31,Romania,Non-Fatal,substantial,CESSNA,CitationJET (525),,2.0,turbo fan,,0,0,0,7,,0,7,0.0,0,CESSNA CitationJET (525)
20010209X00423,2001-01-31,United States,Non-Fatal,substantial,CESSNA,208,No,1.0,turbo prop,,0,0,0,10,vmc,0,10,0.0,0,CESSNA 208
20010226X00510,2001-02-03,United States,Non-Fatal,substantial,BOEING,B-737-832,No,2.0,turbo fan,,0,0,0,135,vmc,0,135,0.0,0,BOEING B-737-832
20010226X00510,2001-02-03,United States,Non-Fatal,minor,MCDONNELL DOUGLAS,MD-81,No,2.0,turbo fan,,0,0,0,135,vmc,0,135,0.0,0,MCDONNELL DOUGLAS MD-81
20010321X00620,2001-02-04,Guadeloupe,Incident,none,BOEING,747-300,,,,,0,0,0,0,,0,,,0,BOEING 747-300
20010313X00576,2001-02-15,Denmark,Non-Fatal,substantial,CESSNA,340A,No,,,personal,0,0,0,6,imc,0,6,0.0,0,CESSNA 340A
20010305X00538,2001-02-24,Venezuela,Fatal(7),destroyed,CESSNA,206,No,,,,7,0,0,0,vmc,7,7,1.0,1,CESSNA 206
20010402X00688,2001-03-06,Iceland,Fatal(2),destroyed,AERO COMMANDER,500S,No,,,personal,2,0,0,0,,2,2,1.0,1,AERO COMMANDER 500S
20010314X00580,2001-03-08,Germany,Non-Fatal,substantial,CESSNA,525,No,,,,0,0,0,1,vmc,0,1,0.0,0,CESSNA 525
20010316X00591,2001-03-09,United States,Non-Fatal,substantial,CESSNA,P206,No,1.0,reciprocating,skydiving,0,0,0,1,vmc,0,1,0.0,0,CESSNA P206
20010323X00636,2001-03-16,Dominican Republic,Non-Fatal,substantial,BOEING,767-300,No,,,,0,0,0,2,vmc,0,2,0.0,0,BOEING 767-300
20010328X00662,2001-03-16,United States,Non-Fatal,substantial,CESSNA,182E,No,1.0,reciprocating,skydiving,0,0,1,0,vmc,1,1,0.0,0,CESSNA 182E
20010511X00929,2001-03-17,France,Incident,minor,BOEING,737-800,,,,,0,0,0,0,,0,,,0,BOEING 737-800
20010330X00683,2001-03-22,France,Non-Fatal,substantial,PIPER,PA-31-350,No,,,,0,0,0,9,vmc,0,9,0.0,0,PIPER PA-31-350
20010507X00889,2001-03-24,Guadeloupe,Fatal(20),destroyed,DEHAVILLAND,DHC-6-300,No,,,,20,0,0,0,vmc,20,20,1.0,1,DEHAVILLAND DHC-6-300
20010405X00697,2001-03-30,United States,Non-Fatal,substantial,PIPER,PA-24,No,1.0,reciprocating,personal,0,0,2,0,vmc,2,2,0.0,0,PIPER PA-24
20010417X00770,2001-03-30,Canada,Fatal(1),destroyed,CESSNA,210F,No,1.0,reciprocating,personal,1,0,0,0,imc,1,1,1.0,1,CESSNA 210F
20010404X00692,2001-03-31,United States,Non-Fatal,substantial,DEHAVILLAND,DHC-3,No,1.0,turbo prop,skydiving,0,5,13,4,vmc,18,22,0.22727272727272727,0,DEHAVILLAND DHC-3
